areaCode,areaName,areaType,date,cumCasesByPublishDate
S12000013,Na h-Eileanan Siar,utla,2021-07-01,305
S12000029,South Lanarkshire,utla,2021-07-01,21960
S12000045,East Dunbartonshire,utla,2021-07-01,6618
W06000023,Powys,utla,2021-07-01,4324
S12000013,Na h-Eileanan Siar,utla,2021-06-30,305
S12000029,South Lanarkshire,utla,2021-06-30,21773
S12000045,East Dunbartonshire,utla,2021-06-30,6496
W06000023,Powys,utla,2021-06-30,4307
S12000013,Na h-Eileanan Siar,utla,2021-06-29,304
S12000029,South Lanarkshire,utla,2021-06-29,21616
S12000045,East Dunbartonshire,utla,2021-06-29,6414
W06000023,Powys,utla,2021-06-29,4297
S12000013,Na h-Eileanan Siar,utla,2021-06-28,302
S12000029,South Lanarkshire,utla,2021-06-28,21499
S12000045,East Dunbartonshire,utla,2021-06-28,6326
W06000023,Powys,utla,2021-06-28,4291
S12000013,Na h-Eileanan Siar,utla,2021-06-27,302
S12000029,South Lanarkshire,utla,2021-06-27,21360
S12000045,East Dunbartonshire,utla,2021-06-27,6265
W06000023,Powys,utla,2021-06-27,4281
S12000013,Na h-Eileanan Siar,utla,2021-06-26,302
S12000029,South Lanarkshire,utla,2021-06-26,21232
S12000045,East Dunbartonshire,utla,2021-06-26,6209
W06000023,Powys,utla,2021-06-26,4275
S12000013,Na h-Eileanan Siar,utla,2021-06-25,302
S12000029,South Lanarkshire,utla,2021-06-25,21099
S12000045,East Dunbartonshire,utla,2021-06-25,6131
W06000023,Powys,utla,2021-06-25,4275
S12000013,Na h-Eileanan Siar,utla,2021-06-24,302
S12000029,South Lanarkshire,utla,2021-06-24,21017
S12000045,East Dunbartonshire,utla,2021-06-24,6081
W06000023,Powys,utla,2021-06-24,4273
S12000013,Na h-Eileanan Siar,utla,2021-06-23,302
S12000029,South Lanarkshire,utla,2021-06-23,20865
S12000045,East Dunbartonshire,utla,2021-06-23,6016
W06000023,Powys,utla,2021-06-23,4264
S12000013,Na h-Eileanan Siar,utla,2021-06-22,302
S12000029,South Lanarkshire,utla,2021-06-22,20686
S12000045,East Dunbartonshire,utla,2021-06-22,5971
W06000023,Powys,utla,2021-06-22,4258
S12000013,Na h-Eileanan Siar,utla,2021-06-21,302
S12000029,South Lanarkshire,utla,2021-06-21,20544
S12000045,East Dunbartonshire,utla,2021-06-21,5916
W06000023,Powys,utla,2021-06-21,4254
S12000013,Na h-Eileanan Siar,utla,2021-06-20,302
S12000029,South Lanarkshire,utla,2021-06-20,20461
S12000045,East Dunbartonshire,utla,2021-06-20,5889
W06000023,Powys,utla,2021-06-20,4243
S12000013,Na h-Eileanan Siar,utla,2021-06-19,302
S12000029,South Lanarkshire,utla,2021-06-19,20406
S12000045,East Dunbartonshire,utla,2021-06-19,5841
W06000023,Powys,utla,2021-06-19,4241
S12000013,Na h-Eileanan Siar,utla,2021-06-18,301
S12000029,South Lanarkshire,utla,2021-06-18,20365
S12000045,East Dunbartonshire,utla,2021-06-18,5808
W06000023,Powys,utla,2021-06-18,4241
S12000013,Na h-Eileanan Siar,utla,2021-06-17,301
S12000029,South Lanarkshire,utla,2021-06-17,20289
S12000045,East Dunbartonshire,utla,2021-06-17,5793
W06000023,Powys,utla,2021-06-17,4230
S12000013,Na h-Eileanan Siar,utla,2021-06-16,301
S12000029,South Lanarkshire,utla,2021-06-16,20227
S12000045,East Dunbartonshire,utla,2021-06-16,5758
W06000023,Powys,utla,2021-06-16,4230
S12000013,Na h-Eileanan Siar,utla,2021-06-15,301
S12000029,South Lanarkshire,utla,2021-06-15,20173
S12000045,East Dunbartonshire,utla,2021-06-15,5726
W06000023,Powys,utla,2021-06-15,4227
S12000013,Na h-Eileanan Siar,utla,2021-06-14,301
S12000029,South Lanarkshire,utla,2021-06-14,20120
S12000045,East Dunbartonshire,utla,2021-06-14,5687
W06000023,Powys,utla,2021-06-14,4227
S12000013,Na h-Eileanan Siar,utla,2021-06-13,300
S12000029,South Lanarkshire,utla,2021-06-13,20081
S12000045,East Dunbartonshire,utla,2021-06-13,5672
W06000023,Powys,utla,2021-06-13,4222
S12000013,Na h-Eileanan Siar,utla,2021-06-12,300
S12000029,South Lanarkshire,utla,2021-06-12,20029
S12000045,East Dunbartonshire,utla,2021-06-12,5644
W06000023,Powys,utla,2021-06-12,4218
S12000013,Na h-Eileanan Siar,utla,2021-06-11,299
S12000029,South Lanarkshire,utla,2021-06-11,19988
S12000045,East Dunbartonshire,utla,2021-06-11,5621
W06000023,Powys,utla,2021-06-11,4218
S12000013,Na h-Eileanan Siar,utla,2021-06-10,299
S12000029,South Lanarkshire,utla,2021-06-10,19909
S12000045,East Dunbartonshire,utla,2021-06-10,5602
W06000023,Powys,utla,2021-06-10,4218
S12000013,Na h-Eileanan Siar,utla,2021-06-09,299
S12000029,South Lanarkshire,utla,2021-06-09,19895
S12000045,East Dunbartonshire,utla,2021-06-09,5589
W06000023,Powys,utla,2021-06-09,4217
S12000013,Na h-Eileanan Siar,utla,2021-06-08,299
S12000029,South Lanarkshire,utla,2021-06-08,19840
S12000045,East Dunbartonshire,utla,2021-06-08,5568
W06000023,Powys,utla,2021-06-08,4214
S12000013,Na h-Eileanan Siar,utla,2021-06-07,299
S12000029,South Lanarkshire,utla,2021-06-07,19795
S12000045,East Dunbartonshire,utla,2021-06-07,5542
W06000023,Powys,utla,2021-06-07,4212
S12000013,Na h-Eileanan Siar,utla,2021-06-06,299
S12000029,South Lanarkshire,utla,2021-06-06,19764
S12000045,East Dunbartonshire,utla,2021-06-06,5528
W06000023,Powys,utla,2021-06-06,4212
S12000013,Na h-Eileanan Siar,utla,2021-06-05,299
S12000029,South Lanarkshire,utla,2021-06-05,19726
S12000045,East Dunbartonshire,utla,2021-06-05,5506
W06000023,Powys,utla,2021-06-05,4210
S12000013,Na h-Eileanan Siar,utla,2021-06-04,299
S12000029,South Lanarkshire,utla,2021-06-04,19677
S12000045,East Dunbartonshire,utla,2021-06-04,5491
W06000023,Powys,utla,2021-06-04,4210
S12000013,Na h-Eileanan Siar,utla,2021-06-03,298
S12000029,South Lanarkshire,utla,2021-06-03,19631
S12000045,East Dunbartonshire,utla,2021-06-03,5467
W06000023,Powys,utla,2021-06-03,4210
S12000013,Na h-Eileanan Siar,utla,2021-06-02,298
S12000029,South Lanarkshire,utla,2021-06-02,19589
S12000045,East Dunbartonshire,utla,2021-06-02,5451
W06000023,Powys,utla,2021-06-02,4209
S12000013,Na h-Eileanan Siar,utla,2021-06-01,298
S12000029,South Lanarkshire,utla,2021-06-01,19545
S12000045,East Dunbartonshire,utla,2021-06-01,5437
W06000023,Powys,utla,2021-06-01,4208
S12000013,Na h-Eileanan Siar,utla,2021-05-31,297
S12000029,South Lanarkshire,utla,2021-05-31,19519
S12000045,East Dunbartonshire,utla,2021-05-31,5421
W06000023,Powys,utla,2021-05-31,4207
S12000013,Na h-Eileanan Siar,utla,2021-05-30,297
S12000029,South Lanarkshire,utla,2021-05-30,19490
S12000045,East Dunbartonshire,utla,2021-05-30,5411
W06000023,Powys,utla,2021-05-30,4207
S12000013,Na h-Eileanan Siar,utla,2021-05-29,297
S12000029,South Lanarkshire,utla,2021-05-29,19454
S12000045,East Dunbartonshire,utla,2021-05-29,5398
W06000023,Powys,utla,2021-05-29,4206
S12000013,Na h-Eileanan Siar,utla,2021-05-28,297
S12000029,South Lanarkshire,utla,2021-05-28,19423
S12000045,East Dunbartonshire,utla,2021-05-28,5381
W06000023,Powys,utla,2021-05-28,4206
S12000013,Na h-Eileanan Siar,utla,2021-05-27,297
S12000029,South Lanarkshire,utla,2021-05-27,19372
S12000045,East Dunbartonshire,utla,2021-05-27,5366
W06000023,Powys,utla,2021-05-27,4205
S12000013,Na h-Eileanan Siar,utla,2021-05-26,297
S12000029,South Lanarkshire,utla,2021-05-26,19352
S12000045,East Dunbartonshire,utla,2021-05-26,5361
W06000023,Powys,utla,2021-05-26,4203
S12000013,Na h-Eileanan Siar,utla,2021-05-25,297
S12000029,South Lanarkshire,utla,2021-05-25,19293
S12000045,East Dunbartonshire,utla,2021-05-25,5355
W06000023,Powys,utla,2021-05-25,4203
S12000013,Na h-Eileanan Siar,utla,2021-05-24,297
S12000029,South Lanarkshire,utla,2021-05-24,19273
S12000045,East Dunbartonshire,utla,2021-05-24,5346
W06000023,Powys,utla,2021-05-24,4203
S12000013,Na h-Eileanan Siar,utla,2021-05-23,297
S12000029,South Lanarkshire,utla,2021-05-23,19254
S12000045,East Dunbartonshire,utla,2021-05-23,5333
W06000023,Powys,utla,2021-05-23,4202
S12000013,Na h-Eileanan Siar,utla,2021-05-22,297
S12000029,South Lanarkshire,utla,2021-05-22,19232
S12000045,East Dunbartonshire,utla,2021-05-22,5315
W06000023,Powys,utla,2021-05-22,4202
S12000013,Na h-Eileanan Siar,utla,2021-05-21,297
S12000029,South Lanarkshire,utla,2021-05-21,19206
S12000045,East Dunbartonshire,utla,2021-05-21,5305
W06000023,Powys,utla,2021-05-21,4202
S12000013,Na h-Eileanan Siar,utla,2021-05-20,297
S12000029,South Lanarkshire,utla,2021-05-20,19172
S12000045,East Dunbartonshire,utla,2021-05-20,5294
W06000023,Powys,utla,2021-05-20,4202
S12000013,Na h-Eileanan Siar,utla,2021-05-19,297
S12000029,South Lanarkshire,utla,2021-05-19,19146
S12000045,East Dunbartonshire,utla,2021-05-19,5283
W06000023,Powys,utla,2021-05-19,4202
S12000013,Na h-Eileanan Siar,utla,2021-05-18,297
S12000029,South Lanarkshire,utla,2021-05-18,19124
S12000045,East Dunbartonshire,utla,2021-05-18,5270
W06000023,Powys,utla,2021-05-18,4201
S12000013,Na h-Eileanan Siar,utla,2021-05-17,296
S12000029,South Lanarkshire,utla,2021-05-17,19111
S12000045,East Dunbartonshire,utla,2021-05-17,5263
W06000023,Powys,utla,2021-05-17,4201
S12000013,Na h-Eileanan Siar,utla,2021-05-16,296
S12000029,South Lanarkshire,utla,2021-05-16,19105
S12000045,East Dunbartonshire,utla,2021-05-16,5262
W06000023,Powys,utla,2021-05-16,4199
S12000013,Na h-Eileanan Siar,utla,2021-05-15,296
S12000029,South Lanarkshire,utla,2021-05-15,19082
S12000045,East Dunbartonshire,utla,2021-05-15,5253
W06000023,Powys,utla,2021-05-15,4197
S12000013,Na h-Eileanan Siar,utla,2021-05-14,296
S12000029,South Lanarkshire,utla,2021-05-14,19042
S12000045,East Dunbartonshire,utla,2021-05-14,5245
W06000023,Powys,utla,2021-05-14,4197
S12000013,Na h-Eileanan Siar,utla,2021-05-13,295
S12000029,South Lanarkshire,utla,2021-05-13,19032
S12000045,East Dunbartonshire,utla,2021-05-13,5236
W06000023,Powys,utla,2021-05-13,4196
S12000013,Na h-Eileanan Siar,utla,2021-05-12,294
S12000029,South Lanarkshire,utla,2021-05-12,19011
S12000045,East Dunbartonshire,utla,2021-05-12,5221
W06000023,Powys,utla,2021-05-12,4194
S12000013,Na h-Eileanan Siar,utla,2021-05-11,294
S12000029,South Lanarkshire,utla,2021-05-11,18978
S12000045,East Dunbartonshire,utla,2021-05-11,5216
W06000023,Powys,utla,2021-05-11,4194
S12000013,Na h-Eileanan Siar,utla,2021-05-10,294
S12000029,South Lanarkshire,utla,2021-05-10,18956
S12000045,East Dunbartonshire,utla,2021-05-10,5213
W06000023,Powys,utla,2021-05-10,4193
S12000013,Na h-Eileanan Siar,utla,2021-05-09,294
S12000029,South Lanarkshire,utla,2021-05-09,18943
S12000045,East Dunbartonshire,utla,2021-05-09,5211
W06000023,Powys,utla,2021-05-09,4192
S12000013,Na h-Eileanan Siar,utla,2021-05-08,294
S12000029,South Lanarkshire,utla,2021-05-08,18934
S12000045,East Dunbartonshire,utla,2021-05-08,5210
W06000023,Powys,utla,2021-05-08,4188
S12000013,Na h-Eileanan Siar,utla,2021-05-07,294
S12000029,South Lanarkshire,utla,2021-05-07,18921
S12000045,East Dunbartonshire,utla,2021-05-07,5206
W06000023,Powys,utla,2021-05-07,4188
S12000013,Na h-Eileanan Siar,utla,2021-05-06,294
S12000029,South Lanarkshire,utla,2021-05-06,18913
S12000045,East Dunbartonshire,utla,2021-05-06,5203
W06000023,Powys,utla,2021-05-06,4186
S12000013,Na h-Eileanan Siar,utla,2021-05-05,294
S12000029,South Lanarkshire,utla,2021-05-05,18891
S12000045,East Dunbartonshire,utla,2021-05-05,5196
W06000023,Powys,utla,2021-05-05,4183
S12000013,Na h-Eileanan Siar,utla,2021-05-04,294
S12000029,South Lanarkshire,utla,2021-05-04,18888
S12000045,East Dunbartonshire,utla,2021-05-04,5194
W06000023,Powys,utla,2021-05-04,4179
S12000013,Na h-Eileanan Siar,utla,2021-05-03,294
S12000029,South Lanarkshire,utla,2021-05-03,18874
S12000045,East Dunbartonshire,utla,2021-05-03,5187
W06000023,Powys,utla,2021-05-03,4177
S12000013,Na h-Eileanan Siar,utla,2021-05-02,294
S12000029,South Lanarkshire,utla,2021-05-02,18874
S12000045,East Dunbartonshire,utla,2021-05-02,5187
W06000023,Powys,utla,2021-05-02,4177
S12000013,Na h-Eileanan Siar,utla,2021-05-01,294
S12000029,South Lanarkshire,utla,2021-05-01,18860
S12000045,East Dunbartonshire,utla,2021-05-01,5183
W06000023,Powys,utla,2021-05-01,4177
S12000013,Na h-Eileanan Siar,utla,2021-04-30,294
S12000029,South Lanarkshire,utla,2021-04-30,18854
S12000045,East Dunbartonshire,utla,2021-04-30,5172
W06000023,Powys,utla,2021-04-30,4177
S12000013,Na h-Eileanan Siar,utla,2021-04-29,294
S12000029,South Lanarkshire,utla,2021-04-29,18834
S12000045,East Dunbartonshire,utla,2021-04-29,5161
W06000023,Powys,utla,2021-04-29,4177
S12000013,Na h-Eileanan Siar,utla,2021-04-28,294
S12000029,South Lanarkshire,utla,2021-04-28,18824
S12000045,East Dunbartonshire,utla,2021-04-28,5155
W06000023,Powys,utla,2021-04-28,4174
S12000013,Na h-Eileanan Siar,utla,2021-04-27,294
S12000029,South Lanarkshire,utla,2021-04-27,18821
S12000045,East Dunbartonshire,utla,2021-04-27,5146
W06000023,Powys,utla,2021-04-27,4174
S12000013,Na h-Eileanan Siar,utla,2021-04-26,294
S12000029,South Lanarkshire,utla,2021-04-26,18813
S12000045,East Dunbartonshire,utla,2021-04-26,5141
W06000023,Powys,utla,2021-04-26,4174
S12000013,Na h-Eileanan Siar,utla,2021-04-25,294
S12000029,South Lanarkshire,utla,2021-04-25,18803
S12000045,East Dunbartonshire,utla,2021-04-25,5128
W06000023,Powys,utla,2021-04-25,4172
S12000013,Na h-Eileanan Siar,utla,2021-04-24,294
S12000029,South Lanarkshire,utla,2021-04-24,18803
S12000045,East Dunbartonshire,utla,2021-04-24,5128
S12000013,Na h-Eileanan Siar,utla,2021-04-23,294
S12000029,South Lanarkshire,utla,2021-04-23,18793
S12000045,East Dunbartonshire,utla,2021-04-23,5126
W06000023,Powys,utla,2021-04-23,4169
S12000013,Na h-Eileanan Siar,utla,2021-04-22,294
S12000029,South Lanarkshire,utla,2021-04-22,18778
S12000045,East Dunbartonshire,utla,2021-04-22,5113
W06000023,Powys,utla,2021-04-22,4167
S12000013,Na h-Eileanan Siar,utla,2021-04-21,294
S12000029,South Lanarkshire,utla,2021-04-21,18758
S12000045,East Dunbartonshire,utla,2021-04-21,5111
W06000023,Powys,utla,2021-04-21,4162
S12000013,Na h-Eileanan Siar,utla,2021-04-20,294
S12000029,South Lanarkshire,utla,2021-04-20,18748
S12000045,East Dunbartonshire,utla,2021-04-20,5103
W06000023,Powys,utla,2021-04-20,4160
S12000013,Na h-Eileanan Siar,utla,2021-04-19,294
S12000029,South Lanarkshire,utla,2021-04-19,18737
S12000045,East Dunbartonshire,utla,2021-04-19,5098
W06000023,Powys,utla,2021-04-19,4158
S12000013,Na h-Eileanan Siar,utla,2021-04-18,294
S12000029,South Lanarkshire,utla,2021-04-18,18720
S12000045,East Dunbartonshire,utla,2021-04-18,5087
W06000023,Powys,utla,2021-04-18,4150
S12000013,Na h-Eileanan Siar,utla,2021-04-17,294
S12000029,South Lanarkshire,utla,2021-04-17,18694
S12000045,East Dunbartonshire,utla,2021-04-17,5084
S12000013,Na h-Eileanan Siar,utla,2021-04-16,294
S12000029,South Lanarkshire,utla,2021-04-16,18661
S12000045,East Dunbartonshire,utla,2021-04-16,5080
W06000023,Powys,utla,2021-04-16,4147
S12000013,Na h-Eileanan Siar,utla,2021-04-15,294
S12000029,South Lanarkshire,utla,2021-04-15,18620
S12000045,East Dunbartonshire,utla,2021-04-15,5070
W06000023,Powys,utla,2021-04-15,4146
S12000013,Na h-Eileanan Siar,utla,2021-04-14,294
S12000029,South Lanarkshire,utla,2021-04-14,18600
S12000045,East Dunbartonshire,utla,2021-04-14,5067
W06000023,Powys,utla,2021-04-14,4139
S12000013,Na h-Eileanan Siar,utla,2021-04-13,294
S12000029,South Lanarkshire,utla,2021-04-13,18587
S12000045,East Dunbartonshire,utla,2021-04-13,5065
S12000013,Na h-Eileanan Siar,utla,2021-04-12,294
S12000029,South Lanarkshire,utla,2021-04-12,18563
S12000045,East Dunbartonshire,utla,2021-04-12,5065
W06000023,Powys,utla,2021-04-12,4137
S12000013,Na h-Eileanan Siar,utla,2021-04-11,294
S12000029,South Lanarkshire,utla,2021-04-11,18552
S12000045,East Dunbartonshire,utla,2021-04-11,5063
W06000023,Powys,utla,2021-04-11,4135
S12000013,Na h-Eileanan Siar,utla,2021-04-10,294
S12000029,South Lanarkshire,utla,2021-04-10,18535
S12000045,East Dunbartonshire,utla,2021-04-10,5062
W06000023,Powys,utla,2021-04-10,4132
S12000013,Na h-Eileanan Siar,utla,2021-04-09,294
S12000029,South Lanarkshire,utla,2021-04-09,18507
S12000045,East Dunbartonshire,utla,2021-04-09,5059
W06000023,Powys,utla,2021-04-09,4124
S12000013,Na h-Eileanan Siar,utla,2021-04-08,294
S12000029,South Lanarkshire,utla,2021-04-08,18487
S12000045,East Dunbartonshire,utla,2021-04-08,5050
W06000023,Powys,utla,2021-04-08,4121
S12000013,Na h-Eileanan Siar,utla,2021-04-07,294
S12000029,South Lanarkshire,utla,2021-04-07,18471
S12000045,East Dunbartonshire,utla,2021-04-07,5046
W06000023,Powys,utla,2021-04-07,4119
S12000013,Na h-Eileanan Siar,utla,2021-04-06,294
S12000029,South Lanarkshire,utla,2021-04-06,18451
S12000045,East Dunbartonshire,utla,2021-04-06,5038
W06000023,Powys,utla,2021-04-06,4119
S12000013,Na h-Eileanan Siar,utla,2021-04-05,294
S12000029,South Lanarkshire,utla,2021-04-05,18367
S12000045,East Dunbartonshire,utla,2021-04-05,5009
W06000023,Powys,utla,2021-04-05,4118
S12000013,Na h-Eileanan Siar,utla,2021-04-04,294
S12000029,South Lanarkshire,utla,2021-04-04,18367
S12000045,East Dunbartonshire,utla,2021-04-04,5009
S12000013,Na h-Eileanan Siar,utla,2021-04-03,294
S12000029,South Lanarkshire,utla,2021-04-03,18367
S12000045,East Dunbartonshire,utla,2021-04-03,5009
W06000023,Powys,utla,2021-04-03,4114
S12000013,Na h-Eileanan Siar,utla,2021-04-02,294
S12000029,South Lanarkshire,utla,2021-04-02,18367
S12000045,East Dunbartonshire,utla,2021-04-02,5009
S12000013,Na h-Eileanan Siar,utla,2021-04-01,294
S12000029,South Lanarkshire,utla,2021-04-01,18367
S12000045,East Dunbartonshire,utla,2021-04-01,5009
W06000023,Powys,utla,2021-04-01,4110
S12000013,Na h-Eileanan Siar,utla,2021-03-31,294
S12000029,South Lanarkshire,utla,2021-03-31,18341
S12000045,East Dunbartonshire,utla,2021-03-31,5005
W06000023,Powys,utla,2021-03-31,4108
S12000013,Na h-Eileanan Siar,utla,2021-03-30,294
S12000029,South Lanarkshire,utla,2021-03-30,18307
S12000045,East Dunbartonshire,utla,2021-03-30,4997
W06000023,Powys,utla,2021-03-30,4107
S12000013,Na h-Eileanan Siar,utla,2021-03-29,294
S12000029,South Lanarkshire,utla,2021-03-29,18280
S12000045,East Dunbartonshire,utla,2021-03-29,4996
W06000023,Powys,utla,2021-03-29,4104
S12000013,Na h-Eileanan Siar,utla,2021-03-28,294
S12000029,South Lanarkshire,utla,2021-03-28,18262
S12000045,East Dunbartonshire,utla,2021-03-28,4985
W06000023,Powys,utla,2021-03-28,4103
S12000013,Na h-Eileanan Siar,utla,2021-03-27,294
S12000029,South Lanarkshire,utla,2021-03-27,18235
S12000045,East Dunbartonshire,utla,2021-03-27,4978
W06000023,Powys,utla,2021-03-27,4102
S12000013,Na h-Eileanan Siar,utla,2021-03-26,294
S12000029,South Lanarkshire,utla,2021-03-26,18204
S12000045,East Dunbartonshire,utla,2021-03-26,4964
W06000023,Powys,utla,2021-03-26,4099
S12000013,Na h-Eileanan Siar,utla,2021-03-25,294
S12000029,South Lanarkshire,utla,2021-03-25,18168
S12000045,East Dunbartonshire,utla,2021-03-25,4948
W06000023,Powys,utla,2021-03-25,4098
S12000013,Na h-Eileanan Siar,utla,2021-03-24,294
S12000029,South Lanarkshire,utla,2021-03-24,18120
S12000045,East Dunbartonshire,utla,2021-03-24,4930
W06000023,Powys,utla,2021-03-24,4091
S12000013,Na h-Eileanan Siar,utla,2021-03-23,294
S12000029,South Lanarkshire,utla,2021-03-23,18081
S12000045,East Dunbartonshire,utla,2021-03-23,4916
W06000023,Powys,utla,2021-03-23,4090
S12000013,Na h-Eileanan Siar,utla,2021-03-22,294
S12000029,South Lanarkshire,utla,2021-03-22,18053
S12000045,East Dunbartonshire,utla,2021-03-22,4910
W06000023,Powys,utla,2021-03-22,4084
S12000013,Na h-Eileanan Siar,utla,2021-03-21,291
S12000029,South Lanarkshire,utla,2021-03-21,18032
S12000045,East Dunbartonshire,utla,2021-03-21,4906
W06000023,Powys,utla,2021-03-21,4078
S12000013,Na h-Eileanan Siar,utla,2021-03-20,291
S12000029,South Lanarkshire,utla,2021-03-20,17997
S12000045,East Dunbartonshire,utla,2021-03-20,4900
W06000023,Powys,utla,2021-03-20,4071
S12000013,Na h-Eileanan Siar,utla,2021-03-19,291
S12000029,South Lanarkshire,utla,2021-03-19,17966
S12000045,East Dunbartonshire,utla,2021-03-19,4894
W06000023,Powys,utla,2021-03-19,4068
S12000013,Na h-Eileanan Siar,utla,2021-03-18,291
S12000029,South Lanarkshire,utla,2021-03-18,17907
S12000045,East Dunbartonshire,utla,2021-03-18,4887
W06000023,Powys,utla,2021-03-18,4067
S12000013,Na h-Eileanan Siar,utla,2021-03-17,291
S12000029,South Lanarkshire,utla,2021-03-17,17865
S12000045,East Dunbartonshire,utla,2021-03-17,4873
W06000023,Powys,utla,2021-03-17,4060
S12000013,Na h-Eileanan Siar,utla,2021-03-16,290
S12000029,South Lanarkshire,utla,2021-03-16,17823
S12000045,East Dunbartonshire,utla,2021-03-16,4866
W06000023,Powys,utla,2021-03-16,4059
S12000013,Na h-Eileanan Siar,utla,2021-03-15,290
S12000029,South Lanarkshire,utla,2021-03-15,17781
S12000045,East Dunbartonshire,utla,2021-03-15,4857
W06000023,Powys,utla,2021-03-15,4058
S12000013,Na h-Eileanan Siar,utla,2021-03-14,290
S12000029,South Lanarkshire,utla,2021-03-14,17749
S12000045,East Dunbartonshire,utla,2021-03-14,4854
W06000023,Powys,utla,2021-03-14,4051
S12000013,Na h-Eileanan Siar,utla,2021-03-13,290
S12000029,South Lanarkshire,utla,2021-03-13,17728
S12000045,East Dunbartonshire,utla,2021-03-13,4848
W06000023,Powys,utla,2021-03-13,4044
S12000013,Na h-Eileanan Siar,utla,2021-03-12,290
